variant,outer_iteration,epoch,value_drift_rmse,target_drift_rmse,cached_target_blake2b_128,target_hash_constant_for_all_inner_epochs
real_transition_bootstrap,1,5,2.932282189767505,0.0,27715c8379cd1857ed47b8cd532f7884,True
real_transition_bootstrap,2,10,2.9276182979775,2.9351866937230073,27eb046843903e548e79a485a4c51dc6,True
real_transition_bootstrap,3,15,2.918503819423911,2.9165730560267926,86e3e5e60a9464ed799e52c43b4b1245,True
real_transition_bootstrap,4,20,2.914416794767367,2.90437504462724,720a3672e65d21221a47c48c3f515c99,True
real_transition_bootstrap,5,25,2.9090094271275646,2.9049735408664126,f651def82f17f7360beb17f93b841e58,True
real_transition_bootstrap,6,30,2.895146576857842,2.9023321299677542,9c722309c5606d3d4821c2943fa3904c,True
real_transition_bootstrap,7,35,2.880468596512235,2.8893943070230623,0e5f7f0d51946f22db9d93f3970e458d,True
real_transition_bootstrap,8,40,2.8477267325669136,2.8759726859713957,cd7b81e792fccb28d99ebbcaaa5e5bb2,True
real_transition_bootstrap,9,45,2.8516782927283506,2.838535447956496,183b0c9d234c6702cadb4c974cc1fb32,True
real_transition_bootstrap,10,50,2.816527864340847,2.8378666324259867,ade870a7f21e11af8a2dec0162155474,True
real_transition_bootstrap,11,55,2.8103617868451622,2.805189825142044,bc45fc450e0ca969858b3603282a928b,True
real_transition_bootstrap,12,60,2.7880738812561283,2.7999306391229846,44535aba29e3082efdebabc3d37840b7,True
real_transition_bootstrap,13,65,2.7701747729449475,2.7777797356264937,6598b59755973a9cd30d4992682c4bce,True
real_transition_bootstrap,14,70,2.7589876056592817,2.767226739794741,865767b8082b2c3b435b09079bd315ae,True
real_transition_bootstrap,15,75,2.7508433014248492,2.762374278797107,df3ec3dfb2c5fd4936bae2f53b588785,True
real_transition_bootstrap,16,80,2.7514293486184687,2.746771051461539,ad1d7ec167467c81402f406968381ef3,True
real_transition_bootstrap,17,85,2.6934054109743597,2.7505341804814964,951a248dff65522dd22a6e7a28833b5d,True
real_transition_bootstrap,18,90,2.6605405028952784,2.7092066028460473,7c68c4354e95c2bfdab9642320b8eac7,True
real_transition_bootstrap,19,95,2.672245743839862,2.6696318066849036,c6e4c0413ec5b3f18fbf0fdc445c8080,True
real_transition_bootstrap,20,100,2.6551027177337305,2.684447779640451,469d3c4d2b0daea832da63578834ab3f,True
real_transition_bootstrap,21,105,2.6367869550736627,2.671478483924512,368a42f105f1aa88ec8b9962b2420bf2,True
real_transition_bootstrap,22,110,2.717257543560336,2.656258898140722,6d6f0d2f4f78509bb95575c6755088a0,True
real_transition_bootstrap,23,115,2.721356736953148,2.758320082767355,754197deb4dc2b93f4eec9f484f1cc91,True
real_transition_bootstrap,24,120,2.7995562258370343,2.7629271500649466,ea851278809f1b2091aa0507ad6fbee8,True
real_transition_bootstrap,25,125,2.7920545672861468,2.8773843391597977,b7971cbe65cd89600739c4608760db6d,True
real_transition_bootstrap,26,130,2.7723778560060333,2.8997334159135164,4beb4dc63a8076127bd5d6e07879c194,True
real_transition_bootstrap,27,135,2.922766351506994,2.8886807215233787,c25b16e165ec998bb7256e749743cf80,True
real_transition_bootstrap,28,140,2.9435797665543593,3.057780383441165,3e181f80f4ec5e54fbb6bf3f8139186a,True
real_transition_bootstrap,29,145,2.9957574534140785,3.1225946650021252,4f939c90a9ff4ba0eba6713546f0749f,True
real_transition_bootstrap,30,150,3.09849076339315,3.1905862522100095,b63b830f28c94437b504578bc36cc16c,True
real_transition_bootstrap,31,155,3.1252259866203524,3.3132970896797826,e8bec76732893b8e814f0bce04911fb3,True
real_transition_bootstrap,32,160,3.1920905944357156,3.3590646827924195,a85cba2444a3a3fed9681d3f64f853ca,True
real_transition_bootstrap,33,165,3.3637115149341015,3.448827329373628,58d3492f089b949f65230e8463827357,True
real_transition_bootstrap,34,170,3.5588219265759555,3.6250379917283264,bb09f0a526c9eb498b1f3f00ca2de16b,True
real_transition_bootstrap,35,175,3.698113716597646,3.8304385913564984,edd9abcbd8f10b159d72208b829334fd,True
real_transition_bootstrap,36,180,3.772759040120828,4.014461891023057,2d48122c9b04df97b02a6f198944e884,True
real_transition_bootstrap,37,185,4.034367223633024,4.086936208995924,ec8b6e60bb8a71122232a9e15335f8aa,True
real_transition_bootstrap,38,190,3.9627030963507672,4.381241786925629,15459fae137ab1a82d9da3ebee5d5b69,True
real_transition_bootstrap,39,195,4.16394425641647,4.371195782359673,80c0244db1984db92fe27dd46d8e99e6,True
real_transition_bootstrap,40,200,4.230728678132425,4.56456198439941,22ca92b7e3980d5ac5652d1effecf32c,True
full_aamas_frozen,1,5,5.268581092681076,0.0,06fb5ce17a7318df557bcc12f9a8dbca,True
full_aamas_frozen,2,10,5.47236863670959,5.480266783389958,fffb80c06e08be2f03b2f7fa82b26734,True
full_aamas_frozen,3,15,5.565050629665942,5.58543895338933,d2024c66c78ca6e15aeaf67bc8ead27a,True
full_aamas_frozen,4,20,5.664917780381235,5.686157709562262,d7386f76c2e0a9868280f7b76cf37ebe,True
full_aamas_frozen,5,25,5.802144604814513,5.795834861328215,4be58f5fee688ed0e76dcdd2ba0436ce,True
full_aamas_frozen,6,30,5.944573494940325,5.9464532423712315,4e393959dc4e59271cc10f93ce776a6a,True
full_aamas_frozen,7,35,6.113729261971665,6.101500553892035,9a6c8075c7335c56aa3b6d770ee9f90e,True
full_aamas_frozen,8,40,6.237807592418402,6.267050642037417,2739052d2a4f145d2a726cdeac35069f,True
full_aamas_frozen,9,45,6.422900845264895,6.395523377740976,f53585656a33aacd6da4d7b2a9e23754,True
full_aamas_frozen,10,50,6.5854166597288355,6.593364527857752,59e683e98734963d12441c4bf03f2c0e,True
full_aamas_frozen,11,55,6.802497598505614,6.800797263486064,a066dfe6ba048e59bc762feea1a48565,True
full_aamas_frozen,12,60,6.99094787105371,7.069697745093627,68bb6c3b24c042229ca03bf716c951a6,True
full_aamas_frozen,13,65,7.370190779832101,7.323581374910078,6468404b8784e81c912429c710cb619f,True
full_aamas_frozen,14,70,7.750377102528627,7.784486977292733,3c89e4143ab3c3e8fc170cb72d90a836,True
full_aamas_frozen,15,75,8.197862830852669,8.223940030063494,6aec741901e002408df1a2c8016eb627,True
